Name,Category,Day,NrOfSegments(Russ),NrOfBranchingPoints(Russ),NrOfLoops,NrOfLoopsNormalised,NrOfLoops/Segment,NrOfLoops/SegmentNormalised,NrOfLoopsI1,NrOfLoopsI2,NrOfLoopsI3,NrOfLoopsI4,NrOfLoopsI5,NrOfLoopsI1Normalised,NrOfLoopsI2Normalised,NrOfLoopsI3Normalised,NrOfLoopsI4Normalised,NrOfLoopsI5Normalised,NrOfLoopsI1/Segment,NrOfLoopsI2/Segment,NrOfLoopsI3/Segment,NrOfLoopsI4/Segment,NrOfLoopsI5/Segment,NrOfLoopsI1Normalised/Segment,NrOfLoopsI2Normalised/Segment,NrOfLoopsI3Normalised/Segment,NrOfLoopsI4Normalised/Segment,NrOfLoopsI5Normalised/Segment,NrOfShortBars,NrOfShortBars/Segment,NrOfShortBarsNormalised,NrOfShortBars/SegmentNormalised,MedianPersistenceDim2,MedianPersistenceDim2Normalised,Radius1000,Radius,RadiusNormalised,CountNormalised,AvgDiameterNormalised,MaxDiameterNormalised,AvgLengthNormalised,MaxLengthNormalised,AvgClrNormalised,AvgSOAMNormalised,LengthDiamRatioNormalised,NrOfSegments(Russ)Normalised,NrOfBranchingPoints(Russ)Normalised
18_2D,IR,1,705,872,28,0.777777778,0.039716312,0.57257683,7,7,6,3,5,1.166666667,0.411764706,0.75,1,2.5,0.0464,0.0205,0.0175,0.0085,0.0142,1.198966408,0.292022792,0.531914894,0.758928571,1.775,448,0.6355,1.337313433,0.9845,0.8,1.403508772,4.4033,4403.3,1.193403258,1.358381503,1.017267986,1.188703097,1.067661166,1.169768668,1.001442726,1.020763542,1.049537763,1.358381503,1.532513181
18_2D,IR,2,489,652,13,0.361111111,0.026584867,0.383265165,0,2,8,3,0,0,0.117647059,1,1,0,0,0.026,0.034,0.0136,0,0,0.37037037,1.03343465,1.214285714,0,251,0.5133,0.749253731,0.7952,0.54,0.947368421,2.313,2313,0.626880234,0.942196532,0.810223972,0.689465996,1.350953259,1.559764293,1.051710267,0.873679755,1.667382484,0.942196532,1.145869947
18_2D,IR,3,312,415,5,0.138888889,0.016025641,0.231036324,0,1,3,1,0,0,0.058823529,0.375,0.333333333,0,0,0.0118,0.0205,0.0068,0,0,0.168091168,0.623100304,0.607142857,0,330,1.0577,0.985074627,1.6386,0.4,0.701754386,2.4222,2422.2,0.656476136,0.601156069,0.854649018,0.758336599,1.614980132,1.803421793,1.029186935,0.836456431,1.889641359,0.601156069,0.729349736
18_2D,IR,4,876,1029,37,1.027777778,0.042237443,0.608923135,6,5,8,10,8,1,0.294117647,1,3.333333333,4,0.0556,0.0113,0.0205,0.0209,0.0202,1.436692506,0.160968661,0.623100304,1.866071429,2.525,608,0.6941,1.814925373,1.0753,0.567,0.994736842,4.1872,4187.2,1.13483481,1.687861272,0.962289655,0.877965059,1.488286976,2.315462118,1.030606237,0.864731381,1.54661018,1.687861272,1.808435852
18_2D,IR,5,555,701,19,0.527777778,0.034234234,0.493543539,1,3,7,5,3,0.166666667,0.176470588,0.875,1.666666667,1.5,0.0323,0.0278,0.0273,0.0215,0.0093,0.834625323,0.396011396,0.829787234,1.919642857,1.1625,405,0.7297,1.208955224,1.1305,0.305,0.535087719,2.847,2847,0.771607448,1.069364162,0.980899436,1.34906664,1.447713707,1.94737649,1.068632506,0.87418015,1.475904311,1.069364162,1.23198594
18_2D,IR,6,686,842,34,0.944444444,0.049562682,0.714528664,4,15,12,1,2,0.666666667,0.882352941,1.5,0.333333333,1,0.0656,0.0469,0.0417,0.0027,0.0065,1.695090439,0.668091168,1.267477204,0.241071429,0.8125,475,0.6924,1.417910448,1.0727,0.4805,0.842982456,4.023,4023,1.090332547,1.32177264,1.074116731,0.854264437,1.316205429,1.851934917,1.052142251,0.890189627,1.225383974,1.32177264,1.479789104
18_3A,IR,0,987,1266,22,1,0.022289767,1,2,11,1,1,7,1,1,1,1,1,0.018,0.0244,0.0031,0.0019,0.015,1,1,1,1,1,652,0.5996,1,1,0.54,0.6,3.0256,3025.6,1,1,1,1,1,1,1,1,1,1,1
18_3A,IR,1,601,879,10,0.454545455,0.016638935,0.746483128,6,3,0,0,1,3,0.272727273,0,0,0.142857143,0.0594,0.0115,0,0,0.0031,3.3,0.471311475,0,0,0.206666667,354,0.5515,0.542944785,0.919779853,0.555,0.616666667,3.3215,3321.5,1.097798784,0.608915907,0.946153377,0.846286726,1.053175853,1.258431077,1.025483711,0.94472501,1.113113242,0.608915907,0.694312796
18_3A,IR,2,1370,1514,57,2.590909091,0.041605839,1.866589229,5,11,12,15,14,2.5,1,12,15,2,0.0327,0.0272,0.0164,0.0238,0.019,1.816666667,1.114754098,5.290322581,12.52631579,1.266666667,804,0.5335,1.233128834,0.88975984,0.5,0.555555556,2.8193,2819.3,0.931815177,1.38804458,1.088084146,1.075689943,1.166768116,1.419169579,1.079309967,0.795466728,1.072314232,1.38804458,1.195892575
18_3A,IR,3,1870,1879,138,6.272727273,0.073796791,3.310792392,16,25,55,24,18,8,2.272727273,55,24,2.571428571,0.1379,0.0672,0.0717,0.0266,0.0186,7.661111111,2.754098361,23.12903226,14,1.24,1272,0.4709,1.950920245,0.785356905,0.6,0.666666667,2.5779,2577.9,0.85202935,1.894630193,1.255645214,1.224297659,1.295276925,2.086589525,1.072186617,0.782073331,1.031562825,1.894630193,1.484202212
18_3A,IR,4,2419,2382,188,8.545454545,0.077718065,3.486715002,26,38,44,56,24,13,3.454545455,44,56,3.428571429,0.1376,0.0807,0.0455,0.0451,0.0204,7.644444444,3.307377049,14.67741935,23.73684211,1.36,1359,0.5476,2.084355828,0.913275517,0.5,0.555555556,2.9258,2925.8,0.967014807,2.450861196,1.289611882,1.221173705,1.226903215,1.821512026,1.093493221,0.794791942,0.951374,2.450861196,1.881516588
18_3A,IR,5,2316,2215,248,11.27272727,0.107081174,4.804050845,34,73,69,53,19,17,6.636363636,69,53,2.714285714,0.1667,0.1128,0.0652,0.0444,0.0169,9.261111111,4.62295082,21.03225806,23.36842105,1.126666667,1272,0.4399,1.950920245,0.733655771,0.44,0.488888889,3.3241,3324.1,1.098658117,2.346504559,1.316861392,1.370687018,1.293277457,2.382530182,1.085716382,0.791127957,0.9820908,2.346504559,1.749605055
18_3A,IR,6,2155,2033,233,10.59090909,0.10812065,4.850685519,19,51,70,62,31,9.5,4.636363636,70,62,4.428571429,0.1357,0.1037,0.0763,0.054,0.0308,7.538888889,4.25,24.61290323,28.42105263,2.053333333,1212,0.4001,1.858895706,0.667278185,0.44,0.488888889,3.1772,3177.2,1.050105764,2.183383992,1.532277415,1.45374379,1.373117905,2.313709711,1.089512185,0.780960551,0.89612879,2.183383992,1.605845182
18_3A,IR,7,718,923,21,0.954545455,0.029247911,1.312167642,3,1,6,5,6,1.5,0.090909091,6,5,0.857142857,0.0462,0.0084,0.019,0.0151,0.0156,2.566666667,0.344262295,6.129032258,7.947368421,1.04,301,0.4607,0.461656442,0.768345564,0.4,0.444444444,2.5979,2597.9,0.858639609,0.72745694,1.166374157,1.226240938,1.349937361,2.066836973,1.092031982,0.830732364,1.157379348,0.72745694,0.72906793
18_4C,IR,0,434,606,12,1,0.02764977,1,5,1,1,5,1,1,1,1,1,1,0.1316,0,0.0068,0.0191,0.0058,1,NA,1,1,1,310,0.7143,1,1,0.991,1,1.905,1905,1,1,1,1,1,1,1,1,1,1,1
18_4C,IR,1,496,732,3,0.25,0.006048387,0.218749993,0,2,1,0,0,0,2,1,0,0,0,0.011,0.0042,0,0,0,NA,0.617647059,0,0,248,0.5,0.8,0.7,0.61,0.615539859,2.5705,2570.5,1.349343832,0.840677966,0.988996681,0.975556742,0.996433664,0.982657865,1.100020118,0.909180321,1.007519725,1.142857143,1.207920792
18_4C,IR,2,1612,1847,58,4.833333333,0.035980149,1.301282036,13,12,11,11,11,2.6,12,11,2.2,11,0.076,0.0265,0.0153,0.013,0.0144,0.577507599,NA,2.25,0.680628272,2.482758621,1007,0.6247,3.248387097,0.8746,0.6,0.605449041,2.7963,2796.3,1.467874016,2.73220339,1.223358247,1.378316817,1.07160902,1.48728793,1.088264828,0.884436658,0.875956836,3.714285714,3.047854785
18_4C,IR,3,1748,1858,101,8.416666667,0.05778032,2.089721542,13,26,24,29,9,2.6,26,24,5.8,9,0.085,0.0564,0.0364,0.0294,0.0118,0.645896657,NA,5.352941176,1.539267016,2.034482759,971,0.5555,3.132258065,0.7777,0.77,0.776992936,2.7321,2732.1,1.434173228,2.962711864,1.259264895,1.277806537,1.218468138,1.173950593,1.089567536,0.835742855,0.96760272,4.02764977,3.066006601
18_4C,IR,4,2207,2208,172,14.33333333,0.077933847,2.818607424,24,41,47,43,17,4.8,41,47,8.6,17,0.16,0.0711,0.054,0.0352,0.0173,1.215805471,NA,7.941176471,1.842931937,2.982758621,1196,0.5419,3.858064516,0.7587,0.85,0.857719475,2.8926,2892.6,1.518425197,3.740677966,1.40414082,1.599102697,1.261066921,1.966511907,1.088432845,0.834979463,0.898105734,5.085253456,3.643564356
18_4C,IR,5,652,671,39,3.25,0.059815951,2.163343529,7,7,4,8,13,1.4,7,4,1.6,13,0.1321,0.0389,0.0166,0.022,0.0455,1.003799392,NA,2.441176471,1.151832461,7.844827586,434,0.6656,1.4,0.9319,0.97,0.978809284,2.44,2440,1.280839895,1.105084746,1.336406313,1.237876899,1.198654688,1.123554766,1.087322145,0.85013088,0.896923844,1.502304147,1.107260726
18_4C,IR,6,2981,2793,353,29.41666667,0.118416639,4.282735046,35,59,101,123,35,7,59,101,24.6,35,0.125,0.0833,0.0719,0.0829,0.0234,0.949848024,NA,10.57352941,4.340314136,4.034482759,1130,0.3791,3.64516129,0.5307,0.65,0.655903128,3.7746,3774.6,1.981417323,5.052542373,1.501792138,1.908433171,1.315700243,1.569928888,1.103322755,0.810992955,0.876086783,6.868663594,4.608910891
18_4C,IR,7,2674,2496,318,26.5,0.118922962,4.301047061,27,63,107,93,28,5.4,63,107,18.6,28,0.1475,0.0817,0.0794,0.0759,0.0194,1.120820669,NA,11.67647059,3.97382199,3.344827586,985,0.3684,3.177419355,0.5157,0.656,0.661957619,3.8456,3845.6,2.018687664,4.53220339,1.460787802,1.830046025,1.265182976,1.961134204,1.113022626,0.811062749,0.866096344,6.161290323,4.118811881
24_2B,IR,0,631,665,48,1,0.076069731,1,11,16,14,6,1,1,1,1,1,1,0.1486,0.0472,0.0591,0.0157,0.004,1,1,1,1,1,457,0.7242,1,1,0.608,1,2.4575,2457.5,1,1,1,1,1,1,1,1,1,1,1
24_2B,IR,1,874,969,33,0.6875,0.037757437,0.496352971,10,10,4,6,3,0.909090909,0.625,0.285714286,1,3,NA,0.0741,0.008,0.0189,0.0054,NA,NA,NA,NA,NA,680,0.778,1.487964989,1.0743,1.3,2.138157895,2.3501,2350.1,0.95629705,1.385103011,1.052234336,1.032935325,1.084682437,0.972751099,0.97799669,0.994676432,1.030837333,1.385103011,1.457142857
24_2B,IR,2,200,241,5,0.104166667,0.025,0.328645832,0,1,3,1,0,0,0.0625,0.214285714,0.166666667,0,0,0.0303,0.0316,0.0127,0,0,0.641949153,0.534686971,0.808917197,0,105,0.525,0.2297593,0.7249,0.495,0.814144737,1.4945,1494.5,0.608138352,0.316957211,0.883222118,0.522412503,1.081678904,0.575404016,1.001222272,1.017347451,1.22469635,0.316957211,0.362406015
24_2B,IR,3,184,243,12,0.25,0.065217391,0.857336948,3,4,3,0,2,0.272727273,0.25,0.214285714,0,2,0.75,0.0667,0.0349,0,0.0222,5.047106326,1.413135593,0.590524535,0,5.55,137,0.7446,0.299781182,1.0281,0.637,1.047697368,1.9928,1992.8,0.810905392,0.291600634,1.129331642,0.6095586,1.185981138,0.954966632,0.961766891,1.015385502,1.050161967,0.291600634,0.365413534
24_2B,IR,4,272,355,11,0.229166667,0.040441176,0.531632957,1,6,4,0,0,0.090909091,0.375,0.285714286,0,0,0.0435,0.0594,0.0385,0,0,0.292732167,1.258474576,0.65143824,0,0,241,0.886,0.527352298,1.2234,0.55,0.904605263,2.0001,2000.1,0.81387589,0.431061807,1.078351457,0.708805533,1.234080603,1.073060815,0.976879099,0.972172656,1.144414092,0.431061807,0.533834586
24_2B,IR,5,522,582,35,0.729166667,0.067049808,0.881425596,6,16,8,4,1,0.545454545,1,0.571428571,0.666666667,1,0.15,0.0773,0.0328,0.0159,0.0037,1.009421265,1.637711864,0.55499154,1.012738854,0.925,334,0.6398,0.730853392,0.8835,0.62,1.019736842,2.5671,2567.1,1.044598169,0.82725832,1.167439752,0.853749834,1.240330155,1.095265791,1.003919908,0.988504334,1.062436116,0.82725832,0.87518797
24_2B,IR,6,957,1064,43,0.895833333,0.044932079,0.590669619,4,5,6,20,8,0.363636364,0.3125,0.428571429,3.333333333,8,0.1176,0.026,0.0162,0.0432,0.0164,0.791386272,0.550847458,0.274111675,2.751592357,4.1,806,0.8422,1.763676149,1.1629,0.6,0.986842105,2.6584,2658.4,1.081749746,1.516640254,1.058585148,1.089808083,1.32648391,1.394290383,1.011863858,0.943289493,1.253072474,1.516640254,1.6
24_2B,IR,7,268,326,13,0.270833333,0.048507463,0.637671021,0,4,7,1,1,0,0.25,0.5,0.166666667,1,0,0.04,0.056,0.0075,0.0075,0,0.847457627,0.947546531,0.477707006,1.875,214,0.7985,0.468271335,1.1025,0.515,0.847039474,2.3838,2383.8,0.970010173,0.424722662,1.106295019,0.866465408,1.280599447,1.026320554,1.017405681,0.974294799,1.157556913,0.424722662,0.490225564
33_2B,IR,0,1360,1661,43,1,0.031617647,1,12,17,7,3,4,1,1,1,1,1,0.1165,0.0324,0.0109,0.0044,0.006,1,1,1,1,1,2430,0.5996,1,1,0.55,1,3.0877,3087.7,1,1,1,1,1,1,1,1,1,1,1
33_2B,IR,1,1359,1526,64,1.488372093,0.047093451,1.48946729,10,15,22,9,8,0.833333333,0.882352941,3.142857143,3,2,0.0758,0.0309,0.0369,0.0128,0.0125,0.650643777,0.953703704,3.385321101,2.909090909,2.083333333,750,0.5515,0.308641975,0.9198,0.45,0.818181818,2.7655,2765.5,0.895650484,1.183116883,1.073353144,1.163779934,1.083715632,0.960470971,1.032092755,0.935445435,1.009654314,0.999264706,0.91872366
33_2B,IR,2,2939,2675,350,8.139534884,0.119088125,3.766508147,38,92,107,79,34,3.166666667,5.411764706,15.28571429,26.33333333,8.5,0.1597,0.1089,0.0792,0.0513,0.0243,1.370815451,3.361111111,7.266055046,11.65909091,4.05,725,0.5335,0.298353909,0.8898,0.58,1.054545455,2.9434,2943.4,0.953266185,3.380519481,1.369471259,1.78527083,1.038653286,1.084307691,1.01246835,0.937424458,0.758433796,2.161029412,1.610475617
33_2B,IR,3,2131,1969,230,5.348837209,0.107930549,3.41361737,23,42,72,57,36,1.916666667,2.470588235,10.28571429,19,9,0.1314,0.0708,0.0744,0.0517,0.035,1.127896996,2.185185185,6.825688073,11.75,5.833333333,1384,0.4709,0.569547325,0.7854,0.535,0.972727273,2.9083,2908.3,0.941898501,1.967532468,1.278022997,1.767308178,1.012837176,0.895372454,1.010776012,1.00044665,0.792503091,1.566911765,1.185430464
33_2B,IR,4,1771,1845,146,3.395348837,0.0824393,2.607382516,41,40,30,26,9,3.416666667,2.352941176,4.285714286,8.666666667,2.25,0.3106,0.0866,0.0525,0.0299,0.0109,2.666094421,2.672839506,4.816513761,6.795454545,1.816666667,1167,0.5476,0.480246914,0.9134,0.5,0.909090909,2.8046,2804.6,0.908313632,1.746753247,1.342390674,1.983873172,1.130782285,1.215141426,1.047859235,0.843043105,0.842364527,1.302205882,1.110776641
33_2B,IR,5,2802,2718,297,6.906976744,0.105995717,3.352422683,28,54,103,85,27,2.333333333,3.176470588,14.71428571,28.33333333,6.75,0.1041,0.0621,0.0764,0.0586,0.02,0.893562232,1.916666667,7.009174312,13.31818182,3.333333333,779,0.4399,0.320576132,0.7337,0.63,1.145454545,3.6126,3612.6,1.169997085,3.327272727,1.623284297,2.491367136,1.097115103,1.040362299,1.011291018,0.932554876,0.675861342,2.060294118,1.636363636
33_2B,IR,6,1120,1209,59,1.372093023,0.052678571,1.666112946,11,15,14,14,5,0.916666667,0.882352941,2,4.666666667,1.25,0.1528,0.0625,0.029,0.0238,0.0094,1.311587983,1.929012346,2.660550459,5.409090909,1.566666667,1121,0.4001,0.461316872,0.6673,0.26,0.472727273,2.9527,2952.7,0.956278136,1.097402597,1.55970277,2.066461158,1.197846595,1.031004817,1.058827502,0.899668809,0.767996709,0.823529412,0.727874774
33_2B,IR,7,1811,1762,187,4.348837209,0.103257869,3.265830281,39,70,51,17,10,3.25,4.117647059,7.285714286,5.666666667,2.5,0.2281,0.1013,0.06,0.0183,0.0114,1.957939914,3.12654321,5.504587156,4.159090909,1.9,516,0.4607,0.212345679,0.7684,0.51,0.927272727,2.8707,2870.7,0.929721152,1.707792208,1.795308244,2.321838033,1.064948674,0.990343392,0.985339535,1.000601674,0.593184306,1.331617647,1.060806743
35_2C,IR,0,1026,1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3767,3376.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,1,973,1155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0128,4012.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,2,1909,2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6247,3624.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,3,1002,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6088,3608.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,4,2756,2851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7047,3704.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,5,3364,3363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8308,3830.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,6,3391,3378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7619,3761.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35_2C,IR,7,3228,3201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.459,3459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,0,1734,1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7587,3758.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,1,604,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3849,4384.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,2,301,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7063,3706.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,3,876,1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0372,3037.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,4,1174,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4179,3417.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,5,479,663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3278,3327.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,6,931,1104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5198,3519.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47_1I,IR,7,953,1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1969,3196.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60_1C,FIR,0,1919,2071,92,1,0.047941636,1,24,29,19,19,1,1,1,1,1,1,0.1194,0.0377,0.0222,0.0191,0.0011,1,1,1,1,1,1281,0.6675,1,1,0.76,1,2.6802,2680.2,1,1,1,1,1,1,1,1,1,1,1
60_1C,FIR,1,1416,1537,71,0.77173913,0.050141243,1.045880933,20,19,26,4,2,0.833333333,0.655172414,1.368421053,0.210526316,2,0.1361,0.0437,0.036,0.006,0.0027,1.139865997,1.159151194,1.621621622,0.314136126,2.454545455,789,0.5572,0.615925059,0.8347,0.88,1.157894737,2.2476,2247.6,0.838594135,0.737884315,1.026860585,0.851046157,0.985805498,0.885044713,0.98562461,0.995905472,0.960018831,0.737884315,0.742153549
60_1C,FIR,2,4566,4536,302,3.282608696,0.066141042,1.379615873,65,88,96,37,16,2.708333333,3.034482759,5.052631579,1.947368421,16,0.1169,0.0596,0.0431,0.0174,0.0066,0.979061977,1.580901857,1.941441441,0.910994764,6,2181,0.4777,1.702576112,0.7156,0.71,0.934210526,3.1169,3116.9,1.162935602,2.379364252,1.060332107,1.124291949,0.95478634,1.021790838,1.029052253,0.96667945,0.900459708,2.379364252,2.190246258
60_1C,FIR,3,4984,4769,434,4.717391304,0.087078652,1.81634711,71,112,125,104,22,2.958333333,3.862068966,6.578947368,5.473684211,22,0.0903,0.0662,0.0461,0.0466,0.008,0.756281407,1.75596817,2.076576577,2.439790576,7.272727273,2390,0.4795,1.865729899,0.7184,0.69,0.907894737,3.5388,3538.8,1.320349228,2.597186034,1.091831319,1.259381291,1.051195609,1.380675866,1.051332972,0.920822338,0.962782061,2.597186034,2.302752294
60_1C,FIR,4,2134,2403,117,1.27173913,0.054826617,1.143611724,23,39,43,10,2,0.958333333,1.344827586,2.263157895,0.526315789,2,0.0659,0.0415,0.0408,0.0097,0.0018,0.551926298,1.100795756,1.837837838,0.507853403,1.636363636,923,0.4325,0.720530835,0.6479,0.79,1.039473684,3.8375,3837.5,1.431796135,1.11203752,1.195000682,1.003278841,1.094093916,1.056050756,1.0771967,0.936128237,0.91555924,1.11203752,1.160309029
60_1C,FIR,5,2133,2252,153,1.663043478,0.071729958,1.496193371,27,46,58,15,7,1.125,1.586206897,3.052631579,0.789473684,7,0.1169,0.0784,0.0551,0.0166,0.0057,0.979061977,2.079575597,2.481981982,0.869109948,5.181818182,924,0.4332,0.721311475,0.6489,0.6,0.789473684,3.7562,3756.2,1.401462577,1.111516415,1.309489358,1.403707842,1.330377325,1.478433759,1.071001192,0.863471116,1.015951231,1.111516415,1.087397393
60_1C,FIR,6,1698,1824,123,1.336956522,0.072438163,1.510965604,24,51,34,11,3,1,1.75862069,1.789473684,0.578947368,3,0.0854,0.0594,0.0493,0.0112,0.0042,0.715242881,1.575596817,2.220720721,0.586387435,3.818181818,810,0.477,0.632318501,0.7146,0.64,0.842105263,3.872,3872,1.444668308,0.884835852,1.278853031,1.293180198,1.235801203,1.201647667,1.095062253,0.868790203,0.966335593,0.884835852,0.880733945
60_1C,FIR,7,2610,2583,210,2.282608696,0.08045977,1.678285864,30,85,70,22,3,1.25,2.931034483,3.684210526,1.157894737,3,0.0699,0.0736,0.0579,0.0159,0.0024,0.585427136,1.952254642,2.608108108,0.832460733,2.181818182,1339,0.513,1.045277127,0.7685,0.81,1.065789474,3.897,3897,1.45399597,1.360083377,1.302699491,1.300757987,1.267173191,1.595935901,1.062012204,0.906163882,0.972728707,1.360083377,1.247223563
60_1E,FIR,0,7229,7073,409,1,0.056577673,1,25,92,120,121,51,1,1,1,1,1,0.074,0.0561,0.0432,0.0307,0.0155,1,1,1,1,1,3465,0.4793,1,1,0.884,1,3.0981,3098.1,1,1,1,1,1,1,1,1,1,1,1
60_1E,FIR,1,4476,4587,290,0.709046455,0.064789991,1.145151215,27,59,121,55,28,1.08,0.641304348,1.008333333,0.454545455,0.549019608,0.0761,0.0515,0.0586,0.0274,0.0113,1.028378378,0.918003565,1.356481481,0.892508143,0.729032258,1971,0.4403,0.568831169,0.9187,0.618,0.699095023,3.5825,3582.5,1.156353894,0.619172776,1.077954294,0.924548684,1.116235485,1.124774466,1.047540428,0.933700547,1.035512815,0.619172776,0.648522551
60_1E,FIR,2,4791,4841,304,0.743276284,0.063452306,1.121507878,27,41,79,111,46,1.08,0.445652174,0.658333333,0.917355372,0.901960784,0.1071,0.0532,0.0456,0.043,0.0208,1.447297297,0.948306595,1.055555556,1.400651466,1.341935484,1766,0.3686,0.50966811,0.769,0.6,0.678733032,3.5826,3582.6,1.156386172,0.662747268,1.200377182,0.840078635,1.209301314,1.668149146,1.075857181,0.896407608,1.121848413,0.662747268,0.684433762
60_1E,FIR,3,2092,2231,144,0.35207824,0.068833652,1.216622182,14,47,62,20,1,0.56,0.510869565,0.516666667,0.165289256,0.019607843,0.0596,0.0517,0.0668,0.0187,0.001,0.805405405,0.921568627,1.546296296,0.609120521,0.064516129,905,0.4326,0.261183261,0.9025,0.66,0.746606335,3.8192,3819.2,1.23275556,0.289389957,1.299864311,0.937910083,1.409786877,1.207903011,1.085023909,0.873387924,1.307835485,0.289389957,0.315424855
60_1E,FIR,4,921,1087,41,0.100244499,0.04451683,0.786826811,8,11,14,3,5,0.32,0.119565217,0.116666667,0.024793388,0.098039216,0.0762,0.0268,0.0372,0.0057,0.0128,1.02972973,0.47771836,0.861111111,0.185667752,0.825806452,400,0.4343,0.115440115,0.9061,0.681,0.770361991,3.2193,3219.3,1.039120751,0.127403514,1.32242689,0.853143145,1.539588114,1.179327207,1.085142892,0.887839527,1.428249902,0.127403514,0.15368302
60_1E,FIR,5,16,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60_1E,FIR,6,147,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
